album,titulo,letra,compositor,artista
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Dói Muito Mais a Dor,"Sonho, sonhei
Sem viver nenhum
Lábios beijei
Amei e pequei
Muito de amor
Pensei um dia entender
Muito sofri
Querendo amor esquecer
Mas veio você, querida
E agora entendi de amor
E me dói muito mais a dor
Me enganei
Pois não sonhei
Jamais amei ninguém, meu bem
Só você
Só você
",Composição:  Edson Borges / Vadico · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Espera,"O relógio bateu nove horas
Eu ainda esperava por ela
Deu dez horas
Bateu novamente
E eu ainda
Esperando, esperando
Esperando bater lá na porta
Calada fechada
O alô costumeiro
O sorriso brejeiro
Do bem que não veio
A lua sumiu
O sol despontou
Por entre fumaça
Meu sono chegou
Sonhei coisas lindas
Sonhei que ela veio
E eu descansava feliz
Feliz em seu seio
Foi então que acordei assustado
E confesso de mim tive dó
Compreendi que já era outro dia
Meu sonho terminara
E eu estava só
Meu sonho terminara
E eu estava só
",Composição:  Edson Borges / Vadico · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Sede de Amor,"Nesta solidão
Sofre demais
Meu coração
E a saudade
Chama por você
Que não vem
Não sei por quê
Pra matar a minha
Sede de amor
Que será de mim
Se o nosso amor
Chegar ao fim
Sem esperanças de realizar
Os sonhos meus
Não sei por quê
Tudo isso desmoronou
Como adeus
",Composição:  Mário Albanese · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Tu És a Dona de Tudo,"Tu és a dona de tudo
Que a vida não me negou
Principio e fim de um mundo
Que o nosso amor criou
Se me deixares um dia
Eu não serei mais ninguém
E até minha alegria
Tu levarás também
Vê como tornei-me pequeno
Buscando te alcançar
Como o sereno que caiu
E que a manhã não viu
Faze o que quiseres de mim
Eu sou feliz assim
Tudo que enfim renunciei
Vivendo em ti encontrei
",Composição:  Alcyr Pires Vermelho / Nazareno de Brito · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Forças Ocultas,"Eu vivo só
Por teu amor
Sei que me amas também
Mas o destino insistiu
Em separar-te de mim
Forças ocultas inexplicáveis
Querem tirar de meus lábios
Teus beijos de amor
Mas lutarei
Oh! Querida
",Composição:  Agostinho Dos Santos / Antonio Bruno · ,Agostinho dos Santos
"{'titulo_album': 'It Might as Well Be Spring', 'ano': '2004'}",Tetê,"Tetê
Você que sabe tudo
Tá bem
Mas eu lhe garanto
Tetê
Que o mundo dá voltas também
Tetê
Hoje sou eu
Quem vai lhe dizer
Tetê
Você que sabia demais
Não viu que o tempo passou
E fez de você nunca mais
Tetê
Não chora Tetê
Não pede Tetê
Segue em paz
",Composição:  Roberto Menescal · ,Sylvia Telles
"{'titulo_album': 'Série Elenco: Reencontro', 'ano': '2004'}",Fotografia,"Eu, você, nós dois
Aqui neste terraço à beira-mar
O sol já vai caindo e o seu olhar
Parece acompanhar a cor do mar
Você tem que ir embora
A tarde cai
Em cores se desfaz,
Escureceu
O sol caiu no mar
E aquela luz
Lá em baixo se acendeu...
Você e eu
Eu, você, nós dois
Sozinhos neste bar à meia-luz
E uma grande lua saiu do mar
Parece que este bar já vai fechar
E há sempre uma canção
Para contar
Aquela velha história
De um desejo
Que todas as canções
Têm pra contar
E veio aquele beijo
Aquele beijo
Aquele beijo
",Composição:  ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}","Se é tarde, me perdoa","Se é tarde,me perdoa
Mas eu não sabia que você sabia
Que a vida é tão boa
Se é tarde,me perdoa
Eu cheguei partindo,eu cheguei mentindo
Eu cheguei à toa.
Se é tarde,me perdoa
Trago desencantos, de amores tantos
Pela madrugada
Se é tarde,me perdoa
Eu vinha só,cansado...
",Composição:  Carlos Lyra · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Minha Namorada,"Se você quer ser minha namorada
Ai que linda namorada, você poderia ser
Se quiser ser somente minha
Exatamente essa coisinha
Essa coisa toda minha
Que ninguém mais pode ser
Você tem que me fazer um juramento
De só ter um pensamento
Ser só minha até morrer
E também de não perder esse jeitinho
De falar devagarinho
Essas histórias de você
E de repente me fazer muito carinho
E chorar bem de mansinho
Sem ninguém saber porque
E se mais do que minha namorada
Você quer ser minha amada
Minha amada, mas amada pra valer
Aquela amada, pelo amor predestinada
Sem a qual a vida é nada
Sem a qual se quer morrer
Você tem que vir comigo em meu caminho
E talvez o meu caminho
Seja triste pra você
E os seus olhos tem que ser só dos meus olhos
Os seus braços o meu ninho,
No silêncio de depois
E você tem que ser a estrela derradeira
Minha amiga e companheira
No infinito de nós dois
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Chora Tua Tristeza,"Chora que a tristeza
Foge do teu olhar
Brincando de esquecer
Saudade vai passar
E amor já vai chegar
Entao,
Canta que a beleza
Volta pra te encantar
Num sonho tao pequenho
Que o dia escondeu
Guardando pra te dar.
Como é bonito gostar e querer ficar
Com alguém pra quem possa dizer
Olha quantas estrelas
Nascem pra te encontrar
Depois do céu azul
A noite vai chegar
E eu pra te amar.
",Composição:  Oscar Castro-Neves · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Vagamente,"Só me lembro muito vagamente,
Correndo você vinha,quando de repente,
Seu sorriso que era muito branco...me encontrou
Só me lembro que depois andamos
Mil estrelas só nós dois contamos
E o vento soprou de manhã,mil canções...
Só me lembro,muito vagamente,
De tarde que morria, quando de repente,
Eu sozinho,fiquei lhe esperando,e chorei,
Só me lembro muito vagamente,
O quanto a gente amou e foi tão de repente,
Que nem lembro se foi com você
Que eu perdi meu amor...
",Composição:  Roberto Menescal · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Vivo Sonhando,"Vivo sonhando, sonhando mil horas sem fim
Tempo em que vou perguntando, se gostas de mim
Tempo de falar em estrelas, falar de um mar, de um céu assim
Falar do bem que se tem mas você não vem, não vem 
Você não vindo, não vindo a vida tem fim
Gente que passa sorrindo zombando de mim
E eu a falar em estrelas, mar, amor, luar
",Composição:  ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Ilusão à toa,"Olha, somente um dia
Longe dos teus olhos
Trouxe a saudade do amor tão perto
E o mundo inteiro fez-se tão tristonho
Mas embora agora eu te tenha perto
Eu acho graça do meu pensamento
A conduzir o nosso amor discreto
Sim, amor discreto de uma só pessoa
Pois nem de leve sabes que eu te quero
E me apraz esta ilusão à toa 
Sim, amor discreto de uma só pessoa
Pois nem de leve sabes que eu te quero
E me apraz esta ilusão à toa
",Composição:  Johnny Alf · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Você e Eu,"Podem me chamar
E me pedir, e me rogar
E podem mesmo falar mal
Ficar de mal, que não faz mal
Podem preparar
Milhões de festas ao luar
Que eu não vou rir melhor, nem pedir
Eu não vou e nem quero ir
E também podem me intrigar
E até sorrir, e até chorar
E podem mesmo imaginar
O que melhor lhes parecer
Podem espalhar
Que eu estou cansada de viver
E que é uma pena para quem me conheceu
Eu sou mais você e eu
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Rio,"Rio que mora no mar
Sorrio pro meu Rio
Que tem no seu mar
Lindas flores que nascem morenas
Em jardins de sol
Rio, serras de veludo
Sorrio pro meu Rio
Que sorri de tudo
Que é dourado quase todo dia
E alegre como a luz
Rio é mar, eterno se fazer amar
O meu Rio é lua
Amiga branca e nua
É sol, é sal, é sul
São mãos se descobrindo em todo azul
Por isso é que meu Rio da mulher beleza
Acaba num instante com qualquer tristeza
Meu Rio que não dorme porque não se cansa
Meu Rio que balança
Sou Rio, sorrio
Sou Rio, sorrio
Sou Rio, sorrio
Sou Rio, sorrio
Sou Rio, sorrio.
",Composição:  ,Sylvia Telles
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Samba do Avião,"Minha alma canta,
Vejo o Rio de Janeiro,
Estou morrendo de saudade.
Rio, teu mar, praias sem fim,
Rio, você foi feito pra mim.
Cristo Redentor, Braços abertos sobre a Guanabara.
Este samba é só porque, Rio, eu gosto de você,
A morena vai sambar, Seu corpo todo balançar.
Rio de sol, de céu, de mar,
Dentro de mais um minuto estaremos no Galeão
Este samba é só porque,
Rio, eu gosto de você,
A morena vai sambar,
Seu corpo todo balançar.
Aperte o cinto, vamos chegar,
Água brilhando, olha a pista chegando,
E vamos nós.
aterrar
",Composição:  Antonio Carlos Jobim · ,Sylvia Telles
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Você Não Sabe Amar,"Você não sabe amar meu bem
Não sabe o que é o amor
Nunca sofreu, nunca viveu
E quer saber mais que eu
O nosso amor parou aqui
E foi melhor assim
Eu esperava e você também
Que fosse esse o seu fim
O nosso amor não teve querida
As coisas boas da vida
Foi pra nós
Para você
E bem melhor pra mim
O nosso amor parou aqui
E foi melhor assim
Eu esperava e você também
Que fosse esse o seu fim
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Bar da Noite,"Garçom, apague esta luz
Que eu quero ficar sozinha
Garçom, me deixe comigo
Que a mágoa que eu tenho é minha
Quantos estão pelas mesas
Bebendo tristezas
Querendo ocultar
O que se afoga no copo
Renasce na alma
Desponta no olhar
Garçom, se o telefone bater
E se for pra mim
Garçom, repita pra ele
Que eu sou mais feliz assim
Você sabe bem que é mentira
Mentira noturna de bar
Bar, tristonho sindicato
De sócios da mesma dor
Bar que é o refúgio barato
Dos fracassados do amor
",Composição:  Bidu Reis / Haroldo Barbosa · ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Se Queres Saber,"Se queres saber
Se eu te amo ainda
Procure entender
A minha mágoa infinda
Olhe bem nos meus olhos
Quando eu falo contigo
E vê quanta coisa
Eles dizem que eu não digo
O olhar de quem ama diz
O que o coração não quer dizer
Nunca mais eu serei feliz
Enquanto vida eu tiver
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Encontro Com a Saudade,"Você chegou assim como o sol da manhã
Me iluminando, só veio dar bom dia
E foi ficando
E agora não tem jeito de partir
Meu bem como vai ser
Se um dia este amor chegar ao fim
Eu que me acostumei tanto a você
E ter você já faz parte de mim
Acho bom eu até combinar
Encontro com a saudade de você
Saudade faz parte também do amor
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Duas Contas,"Teus olhos
São duas contas pequeninas
Qual duas pedras preciosas
Que brilham mais que o luar
São eles
Guias do meu caminho escuro
Cheio de desilusão e dor
Quisera que eles soubessem
O que representam pra mim
Fazendo que eu prossiga feliz
Ah, o amor
A luz dos teus olhos
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Poema do Olhar,"Em tu olhar busquei perdão
Busquei sorriso e luz
Achei meu sol
Vivi meu céu
Meu céu em teu olhar
Olhando a ti
Eu me perdi pelos caminhos
Quem me chamar
Vai me encontrar nos teus olhinhos
Em teu olhar, estranho olhar
Meu sonho um dia se acabou
Nos olhos teus
Existe amor, existe adeus
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Copacabana', 'ano': '2003'}",Neste Mesmo Lugar,"Aqui neste mesmo lugar
Neste mesmo lugar de nós dois
Jamais poderia pensar
Que voltasse sozinha depois
O mesmo garçom se aproxima
Parece que nada mudou
Porem qualquer coisa não rima
Com o tempo feliz que ficou
Por uma ironia cruel
Alguém começou a cantar
Um samba-canção de Noel
Que viu nosso amor começar
Só falta agora
A porta se abrir
E ele ao lado de outra chegar
E por mim passar sem olhar
Só falta agora
A porta se abrir
E ela ao lado de outra chegar
E por mim passar
",Composição:  ,Trovadores Urbanos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Meu Castigo,"Eu não consigo esquecer-te
Lembro-me a todo momento
Sei que a distância entre nós
Será meu fim
E talvez nem lembres
Que eu sofro tanto assim
Outro amor eu não quero
Se é a ti que eu venero
Ficarei então no sofrimento
De viver neste castigo
De não poder estar contigo
- Hoje eu estive pensando, longo tempo
Sem chorar, sem sofrer também
Apesar de pensar em você
Você veio e se foi tão depressa,
Depressa demais pra deixar
A saudade que deixou
Mas eu gosto dessa saudade
Ela é você é de você
Se chama você e você pra mim
É o carinho feito gente
É amor que a gente sente
Sem saber nem por quê
Enfim pra mim
Você é meu você!
Outro amor eu não quero
Se é a ti que eu venero
Ficarei então no sofrimento
De viver neste castigo
De não poder estar contigo
",Composição:  Onildo Almeida · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Flamingo,"Flamingo
Para que me tentar?
Se o passado não volta
É inútil sonhar
Flamingo
A esperança é fugaz
Como suave sussurro
Que a brisa nos traz
Sonhei um dia que ela voltou
E aqui tudo se alegrou
Até que acordei
Flamingo
Não adianta esperar
Se o passado não volta
É inútil sonhar
",Composição:  Anderson / Groya / Vrs. Ricardo Macedo · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}","Um olhar, Um Sorriso","Um grande amor
Quando nasce
Não anuncia a ninguém
Basta um olhar
Um sorriso enfim
E o amor aparece em alguém
Meu bem, reparando em você
Sinto claro o que vem sucedendo
Sorrisos olhares cruzados de leve
Me dão bem a certeza
De que o amor vem nascendo, sim
Um grande amor
Quando nasce
Não anuncia a ninguém
Há entre nós
O maior dos exemplos
Neste amor
Que começa meu bem
",Composição:  Guerra Peixe · ,Agostinho dos Santos
"{'titulo_album': 'Espetacular', 'ano': '1958'}",Horóscopo,"Abro o jornal,
Só para ver o calendário,
Você é de Peixes,
Por coincidência eu sou de Aquário.
O horóscopo me dá,
Todo o mês, para o amor,
Meu signo é você,
O azul, a nossa cor,
Entrando em Marte
Você abandona o meu caminho,
Alguém de Libra,
Vem me tomar o seu carinho,
E pelo resto da vida,
Nossas vidas não se cruzam outra vez,
O horóscopo me faz,
Me faz feliz,
Só por um mês.
",Composição:  Heitor Carillo / Mario Donato · ,Agostinho dos Santos
"{'titulo_album': 'A Popularidade de Agostinho dos Santos', 'ano': '2000'}",Chove Lá fora,"A noite está tão fria
Chove lá fora
E esta saudade enjoada não vai embora
Quisera compreender porque partiste
Quisera que soubesses como estou triste
E a chuva continua
Mais forte ainda
Só Deus sabe entender como é infinda
A dor de não saber
Saber lá fora, onde estás, como estás
Com quem estás agora
",Composição:  Tito Madi · ,Agostinho dos Santos
"{'titulo_album': 'A Popularidade de Agostinho dos Santos', 'ano': '2000'}",Meu Benzinho (My Little One),"Luz dos meus olhos
Desejos em flor
Que mal conhece o que é o amor
A noite cálida vai deixar
A ansiedade em seu lugar  
     
Se amanhã outro amor disser
Que te reclama, deseja e quer
Eu mesmo assim estarei a esperar
Que um desengano te faça
Voltar    a    mim  
(Meu amor eu te quero tanto, tanto, tanto
Que nada  neste mundo, nada mais senão
Tua presença me envolve e me acalma
Conhecer-te foi a maior felicidade 
que encontrei nesta vida
A eternidade não vale um só dos teus carinhos
Bendigo aos céus que cruzaram 
os nossos caminhos)
",Composição:  Caubi de Brito · ,Agostinho dos Santos
"{'titulo_album': 'Pure Bossa Nova: Sylvia Telles', 'ano': '2005'}",Dindi,"Céu! Tão grande é o céu 
E bandos de nuvens que passam ligeiras
Pra onde elas vão?
Ah! Eu não sei, não sei...
E o vento que fala nas folhas contando as histórias 
que são de ninguém... 
Mas que são minhas... 
E de você também... 
Ai, Dindi... 
Se soubesses o bem que te eu quero 
O mundo seria Dindi 
Tudo, Dindi,  
Lindo, Dindi... 
Ai, Dindi... 
Se um dia você for embora 
Me leva contigo, Dindi 
Fica Dindi... 
Olha, Dindi...
E as águas desse rio onde vão eu não sei 
A minha vida inteira esperei 
Esperei por você, Dindi 
Que é a coisa mais linda que existe 
Ah, você não existe Dindi 
Deixa, Dindi 
Que eu te adore, Dindi
",Composição:  Aloysio de Oliveira / Antonio Carlos Jobim · ,Sylvia Telles
